instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_daily,registered_daily,cnt_daily
5374,2011-08-16,Fall,2011,August,19,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6667,0.48,0.194,56,320,376,721,4004,4725
5375,2011-08-16,Fall,2011,August,20,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6667,0.51,0.0,48,232,280,721,4004,4725
5376,2011-08-16,Fall,2011,August,21,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6667,0.54,0.0,38,177,215,721,4004,4725
5377,2011-08-16,Fall,2011,August,22,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.61,0.0,31,121,152,721,4004,4725
5378,2011-08-16,Fall,2011,August,23,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.65,0.1343,20,57,77,721,4004,4725
5379,2011-08-17,Fall,2011,August,0,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.69,0.0896,8,16,24,668,4026,4694
5380,2011-08-17,Fall,2011,August,1,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6061,0.73,0.1642,2,12,14,668,4026,4694
5381,2011-08-17,Fall,2011,August,2,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.69,0.0,0,6,6,668,4026,4694
5382,2011-08-17,Fall,2011,August,3,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5909,0.78,0.0,1,4,5,668,4026,4694
5383,2011-08-17,Fall,2011,August,4,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6061,0.73,0.0,0,5,5,668,4026,4694
5384,2011-08-17,Fall,2011,August,5,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6061,0.73,0.0,0,28,28,668,4026,4694
5385,2011-08-17,Fall,2011,August,6,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.5909,0.78,0.0,4,101,105,668,4026,4694
5386,2011-08-17,Fall,2011,August,7,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.65,0.0896,12,296,308,668,4026,4694
5387,2011-08-17,Fall,2011,August,8,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.54,0.1642,35,452,487,668,4026,4694
5388,2011-08-17,Fall,2011,August,9,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6667,0.48,0.0896,31,178,209,668,4026,4694
5389,2011-08-17,Fall,2011,August,10,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.6818,0.43,0.0896,27,91,118,668,4026,4694
5390,2011-08-17,Fall,2011,August,11,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.78,0.697,0.43,0.1045,20,108,128,668,4026,4694
5391,2011-08-17,Fall,2011,August,12,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7273,0.43,0.2836,26,163,189,668,4026,4694
5392,2011-08-17,Fall,2011,August,13,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7121,0.41,0.194,38,138,176,668,4026,4694
5393,2011-08-17,Fall,2011,August,14,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.82,0.7273,0.36,0.1642,54,138,192,668,4026,4694
5394,2011-08-17,Fall,2011,August,15,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7273,0.43,0.1343,42,117,159,668,4026,4694
5395,2011-08-17,Fall,2011,August,16,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.82,0.7424,0.43,0.2239,62,238,300,668,4026,4694
5396,2011-08-17,Fall,2011,August,17,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7424,0.49,0.2239,46,506,552,668,4026,4694
5397,2011-08-17,Fall,2011,August,18,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.697,0.55,0.2537,86,470,556,668,4026,4694
5398,2011-08-17,Fall,2011,August,19,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.697,0.55,0.2239,50,297,347,668,4026,4694
5399,2011-08-17,Fall,2011,August,20,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6818,0.58,0.2537,37,243,280,668,4026,4694
5400,2011-08-17,Fall,2011,August,21,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6818,0.62,0.2239,38,192,230,668,4026,4694
5401,2011-08-17,Fall,2011,August,22,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.65,0.194,29,142,171,668,4026,4694
5402,2011-08-17,Fall,2011,August,23,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.65,0.2836,20,85,105,668,4026,4694
5403,2011-08-18,Fall,2011,August,0,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.65,0.1343,18,38,56,639,3166,3805
5404,2011-08-18,Fall,2011,August,1,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.66,0.6212,0.65,0.1642,13,11,24,639,3166,3805
5405,2011-08-18,Fall,2011,August,2,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.65,0.2239,2,4,6,639,3166,3805
5406,2011-08-18,Fall,2011,August,3,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.69,0.2836,0,6,6,639,3166,3805
5407,2011-08-18,Fall,2011,August,4,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6061,0.73,0.2239,0,9,9,639,3166,3805
5408,2011-08-18,Fall,2011,August,5,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5909,0.78,0.2836,0,27,27,639,3166,3805
5409,2011-08-18,Fall,2011,August,6,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.64,0.5909,0.78,0.2537,6,97,103,639,3166,3805
5410,2011-08-18,Fall,2011,August,7,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5909,0.78,0.2985,19,289,308,639,3166,3805
5411,2011-08-18,Fall,2011,August,8,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.74,0.2836,27,393,420,639,3166,3805
5412,2011-08-18,Fall,2011,August,9,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6818,0.66,0.2537,42,186,228,639,3166,3805
5413,2011-08-18,Fall,2011,August,10,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.697,0.66,0.2537,37,92,129,639,3166,3805
5414,2011-08-18,Fall,2011,August,11,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.7121,0.58,0.2537,44,97,141,639,3166,3805
5415,2011-08-18,Fall,2011,August,12,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7424,0.52,0.2836,34,139,173,639,3166,3805
5416,2011-08-18,Fall,2011,August,13,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7424,0.52,0.3582,33,154,187,639,3166,3805
5417,2011-08-18,Fall,2011,August,14,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.82,0.7576,0.46,0.3284,67,115,182,639,3166,3805
5418,2011-08-18,Fall,2011,August,15,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7273,0.46,0.3582,56,118,174,639,3166,3805
5419,2011-08-18,Fall,2011,August,16,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7273,0.46,0.3582,49,196,245,639,3166,3805
5420,2011-08-18,Fall,2011,August,17,0,Thursday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.8,0.7273,0.46,0.2985,44,365,409,639,3166,3805
5421,2011-08-18,Fall,2011,August,18,0,Thursday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.76,0.697,0.55,0.2537,48,226,274,639,3166,3805
5422,2011-08-18,Fall,2011,August,19,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6061,0.83,0.1045,26,115,141,639,3166,3805
5423,2011-08-18,Fall,2011,August,20,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6061,0.83,0.1045,24,141,165,639,3166,3805
5424,2011-08-18,Fall,2011,August,21,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.68,0.6364,0.79,0.0,12,137,149,639,3166,3805
5425,2011-08-18,Fall,2011,August,22,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.7,0.6667,0.74,0.1045,18,117,135,639,3166,3805
5426,2011-08-18,Fall,2011,August,23,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.7,0.6667,0.74,0.1343,20,94,114,639,3166,3805
5427,2011-08-19,Fall,2011,August,0,0,Friday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.68,0.6364,0.69,0.194,9,53,62,797,3356,4153
5428,2011-08-19,Fall,2011,August,1,0,Friday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.64,0.5758,0.89,0.0,1,19,20,797,3356,4153
5429,2011-08-19,Fall,2011,August,2,0,Friday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.64,0.5758,0.83,0.0,0,8,8,797,3356,4153
5430,2011-08-19,Fall,2011,August,3,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5909,0.78,0.0,2,1,3,797,3356,4153
5431,2011-08-19,Fall,2011,August,4,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5758,0.83,0.0,1,7,8,797,3356,4153
5432,2011-08-19,Fall,2011,August,5,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5758,0.83,0.0,1,16,17,797,3356,4153
5433,2011-08-19,Fall,2011,August,6,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5758,0.83,0.0,2,91,93,797,3356,4153
5434,2011-08-19,Fall,2011,August,7,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.66,0.6061,0.83,0.0896,12,251,263,797,3356,4153
5435,2011-08-19,Fall,2011,August,8,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.66,0.6061,0.83,0.0,30,368,398,797,3356,4153
5436,2011-08-19,Fall,2011,August,9,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.65,0.1343,31,187,218,797,3356,4153
5437,2011-08-19,Fall,2011,August,10,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6818,0.62,0.0896,57,108,165,797,3356,4153
5438,2011-08-19,Fall,2011,August,11,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6818,0.66,0.0896,45,120,165,797,3356,4153
5439,2011-08-19,Fall,2011,August,12,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.74,0.6818,0.62,0.0896,54,168,222,797,3356,4153
5440,2011-08-19,Fall,2011,August,13,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.76,0.7121,0.62,0.194,63,169,232,797,3356,4153
5441,2011-08-19,Fall,2011,August,14,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.78,0.7273,0.55,0.194,78,142,220,797,3356,4153
5442,2011-08-19,Fall,2011,August,15,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7424,0.49,0.1045,66,156,222,797,3356,4153
5443,2011-08-19,Fall,2011,August,16,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7424,0.49,0.0,66,261,327,797,3356,4153
5444,2011-08-19,Fall,2011,August,17,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.7121,0.58,0.5224,85,442,527,797,3356,4153
5445,2011-08-19,Fall,2011,August,18,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.7121,0.58,0.5224,88,337,425,797,3356,4153
5446,2011-08-19,Fall,2011,August,19,0,Friday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5909,0.73,0.4627,33,132,165,797,3356,4153
5447,2011-08-19,Fall,2011,August,20,0,Friday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5758,0.83,0.2985,12,46,58,797,3356,4153
5448,2011-08-19,Fall,2011,August,21,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.5758,0.83,0.1343,18,89,107,797,3356,4153
5449,2011-08-19,Fall,2011,August,22,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.5455,0.88,0.1343,25,97,122,797,3356,4153
5450,2011-08-19,Fall,2011,August,23,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5455,0.88,0.0896,18,88,106,797,3356,4153
5451,2011-08-20,Fall,2011,August,0,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.5455,0.88,0.0,21,107,128,1914,3277,5191
5452,2011-08-20,Fall,2011,August,1,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.5758,0.83,0.0,12,35,47,1914,3277,5191
5453,2011-08-20,Fall,2011,August,2,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.5909,0.78,0.0,10,59,69,1914,3277,5191
5454,2011-08-20,Fall,2011,August,3,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.5909,0.78,0.0,9,42,51,1914,3277,5191
5455,2011-08-20,Fall,2011,August,4,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5455,0.88,0.0,1,6,7,1914,3277,5191
5456,2011-08-20,Fall,2011,August,5,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.5606,0.83,0.0,0,8,8,1914,3277,5191
5457,2011-08-20,Fall,2011,August,6,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5606,0.83,0.1343,6,18,24,1914,3277,5191
5458,2011-08-20,Fall,2011,August,7,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.5758,0.83,0.0,8,36,44,1914,3277,5191
5459,2011-08-20,Fall,2011,August,8,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.69,0.0,27,106,133,1914,3277,5191
5460,2011-08-20,Fall,2011,August,9,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.65,0.0,51,139,190,1914,3277,5191
5461,2011-08-20,Fall,2011,August,10,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6818,0.62,0.1045,114,192,306,1914,3277,5191
5462,2011-08-20,Fall,2011,August,11,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6667,0.58,0.0,115,223,338,1914,3277,5191
5463,2011-08-20,Fall,2011,August,12,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6818,0.58,0.1343,156,253,409,1914,3277,5191
5464,2011-08-20,Fall,2011,August,13,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.697,0.55,0.1343,158,220,378,1914,3277,5191
5465,2011-08-20,Fall,2011,August,14,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7424,0.49,0.194,147,228,375,1914,3277,5191
5466,2011-08-20,Fall,2011,August,15,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7273,0.43,0.194,175,215,390,1914,3277,5191
5467,2011-08-20,Fall,2011,August,16,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7273,0.46,0.194,151,222,373,1914,3277,5191
5468,2011-08-20,Fall,2011,August,17,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7424,0.49,0.194,180,203,383,1914,3277,5191
5469,2011-08-20,Fall,2011,August,18,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.7121,0.58,0.2537,169,225,394,1914,3277,5191
5470,2011-08-20,Fall,2011,August,19,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6818,0.62,0.194,109,182,291,1914,3277,5191
5471,2011-08-20,Fall,2011,August,20,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6818,0.62,0.2239,78,170,248,1914,3277,5191
5472,2011-08-20,Fall,2011,August,21,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6818,0.7,0.2239,81,144,225,1914,3277,5191
5473,2011-08-20,Fall,2011,August,22,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.7,0.6667,0.74,0.194,77,146,223,1914,3277,5191
5474,2011-08-20,Fall,2011,August,23,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.74,0.1343,59,98,157,1914,3277,5191
5475,2011-08-21,Fall,2011,August,0,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.74,0.194,6,68,74,1249,2624,3873
5476,2011-08-21,Fall,2011,August,1,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.79,0.2239,17,69,86,1249,2624,3873
5477,2011-08-21,Fall,2011,August,2,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.79,0.194,13,51,64,1249,2624,3873
5478,2011-08-21,Fall,2011,August,3,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6061,0.83,0.2239,25,26,51,1249,2624,3873
5479,2011-08-21,Fall,2011,August,4,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.83,0.2239,1,5,6,1249,2624,3873
5480,2011-08-21,Fall,2011,August,5,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.5909,0.89,0.2985,0,8,8,1249,2624,3873
5481,2011-08-21,Fall,2011,August,6,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.5909,0.89,0.2836,4,10,14,1249,2624,3873
5482,2011-08-21,Fall,2011,August,7,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.83,0.2985,12,19,31,1249,2624,3873
5483,2011-08-21,Fall,2011,August,8,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.79,0.2239,30,62,92,1249,2624,3873
5484,2011-08-21,Fall,2011,August,9,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.697,0.74,0.2239,80,151,231,1249,2624,3873
5485,2011-08-21,Fall,2011,August,10,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.7121,0.74,0.2537,97,177,274,1249,2624,3873
5486,2011-08-21,Fall,2011,August,11,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7879,0.63,0.2836,132,181,313,1249,2624,3873
5487,2011-08-21,Fall,2011,August,12,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.82,0.803,0.59,0.2836,135,239,374,1249,2624,3873
5488,2011-08-21,Fall,2011,August,13,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7727,0.59,0.4179,94,216,310,1249,2624,3873
5489,2011-08-21,Fall,2011,August,14,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.7,0.6667,0.79,0.3881,78,157,235,1249,2624,3873
5490,2011-08-21,Fall,2011,August,15,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.84,0.2836,17,51,68,1249,2624,3873
5491,2011-08-21,Fall,2011,August,16,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.697,0.79,0.1642,97,161,258,1249,2624,3873
5492,2011-08-21,Fall,2011,August,17,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.697,0.79,0.1343,91,179,270,1249,2624,3873
5493,2011-08-21,Fall,2011,August,18,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.697,0.79,0.2537,96,215,311,1249,2624,3873
5494,2011-08-21,Fall,2011,August,19,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6818,0.7,0.2537,81,201,282,1249,2624,3873
5495,2011-08-21,Fall,2011,August,20,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.79,0.2537,41,140,181,1249,2624,3873
5496,2011-08-21,Fall,2011,August,21,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.79,0.2537,45,93,138,1249,2624,3873
5497,2011-08-21,Fall,2011,August,22,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.7,0.6667,0.79,0.194,37,97,134,1249,2624,3873
5498,2011-08-21,Fall,2011,August,23,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.74,0.1642,20,48,68,1249,2624,3873
5499,2011-08-22,Fall,2011,August,0,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.79,0.1642,18,22,40,833,3925,4758
5500,2011-08-22,Fall,2011,August,1,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.79,0.0896,8,13,21,833,3925,4758
5501,2011-08-22,Fall,2011,August,2,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.7,0.6515,0.65,0.1045,2,6,8,833,3925,4758
5502,2011-08-22,Fall,2011,August,3,0,Monday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.7,0.6515,0.65,0.1343,0,5,5,833,3925,4758
5503,2011-08-22,Fall,2011,August,4,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.65,0.194,2,10,12,833,3925,4758
5504,2011-08-22,Fall,2011,August,5,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.65,0.3582,1,23,24,833,3925,4758
5505,2011-08-22,Fall,2011,August,6,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.61,0.2985,6,106,112,833,3925,4758
5506,2011-08-22,Fall,2011,August,7,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.61,0.3284,11,270,281,833,3925,4758
5507,2011-08-22,Fall,2011,August,8,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.61,0.3284,20,331,351,833,3925,4758
5508,2011-08-22,Fall,2011,August,9,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.54,0.2537,36,151,187,833,3925,4758
5509,2011-08-22,Fall,2011,August,10,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.48,0.2836,36,85,121,833,3925,4758
5510,2011-08-22,Fall,2011,August,11,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6515,0.34,0.3284,46,85,131,833,3925,4758
5511,2011-08-22,Fall,2011,August,12,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6515,0.35,0.3881,54,153,207,833,3925,4758
5512,2011-08-22,Fall,2011,August,13,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6515,0.3,0.4627,47,158,205,833,3925,4758
5513,2011-08-22,Fall,2011,August,14,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6515,0.3,0.3881,88,137,225,833,3925,4758
5514,2011-08-22,Fall,2011,August,15,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6515,0.3,0.2985,72,127,199,833,3925,4758
5515,2011-08-22,Fall,2011,August,16,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6515,0.3,0.3881,66,254,320,833,3925,4758
5516,2011-08-22,Fall,2011,August,17,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6515,0.27,0.3284,82,509,591,833,3925,4758
5517,2011-08-22,Fall,2011,August,18,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6515,0.28,0.2985,72,537,609,833,3925,4758
5518,2011-08-22,Fall,2011,August,19,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6364,0.3,0.2836,66,350,416,833,3925,4758
5519,2011-08-22,Fall,2011,August,20,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.34,0.194,21,247,268,833,3925,4758
5520,2011-08-22,Fall,2011,August,21,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.38,0.194,28,180,208,833,3925,4758
5521,2011-08-22,Fall,2011,August,22,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.38,0.2985,32,121,153,833,3925,4758
5522,2011-08-22,Fall,2011,August,23,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.41,0.2537,19,45,64,833,3925,4758
5523,2011-08-23,Fall,2011,August,0,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.43,0.194,13,22,35,1281,4614,5895
